protocol,task,optimizer,accuracy,balanced_accuracy,precision_macro,recall_macro,f1_macro,precision_weighted,recall_weighted,f1_weighted
paper_matrix,binary,pso,0.9980541891463027,0.9966572093932313,0.9964207466024995,0.9966572093932313,0.9965389317069169,0.9980546886790024,0.9980541891463027,0.9980544208057881
paper_matrix,binary,ssa,0.9982902253252935,0.9973130223537573,0.9966082178195756,0.9973130223537573,0.9969602090789611,0.9982917593222747,0.9982902253252935,0.9982908315386935
paper_matrix,multiclass,pso,0.9975087273881308,0.8675022278611999,0.942606745064152,0.8675022278611999,0.8901348912742209,0.9975115845464952,0.9975087273881308,0.9974081257428165
paper_matrix,multiclass,ssa,0.9973659155823548,0.8735203431341806,0.9702806338138605,0.8735203431341806,0.9073788514198186,0.9973101866668003,0.9973659155823548,0.9972971838161915
submitted_saved_fixed_parameters,binary,fixed-ssa-preset,0.9980581561409076,0.9973041489558738,0.9958003974489811,0.9973041489558738,0.9965503990459912,0.998062563362682,0.9980581561409076,0.998059626302576
